Number;IndexGroup;IndexOffset;Description;Type;Length;Writable;Unit;Context;Task
1054;0x20300;0x201ce;ipc_v_lage_stage_2;REAL64;8;false;Incr./tick;AXIS;TASK_IPO
1055;0x20300;0x201cf;ipc_mode_stage_2;UNS32;4;false;Incr./tick;AXIS;TASK_IPO
1056;0x20300;0x201d0;v_gefiltert_ges;REAL64;8;false;Incr./tick;AXIS;TASK_IPO
1057;0x20300;0x201d1;v_add_max;REAL64;8;false;Incr./tick;AXIS;TASK_IPO
1058;0x20300;0x201d2;ipc_error_reaction;BOOLEAN;1;false;-;AXIS;TASK_IPO
1059;0x20300;0x201d3;DISTCTRL::kp;REAL64;8;true;-;AXIS;TASK_IPO
1060;0x20300;0x201d4;dig_drv.cmd_pos_outp;SGN32;4;false;Incr.;AXIS;TASK_IPO
1061;0x20300;0x201d5;ziel;SGN64;8;false;0.01 nm;AXIS;TASK_IPO
1062;0x20300;0x201d6;CROSSC::activated;BOOLEAN;1;false;-;AXIS;TASK_IPO
1063;0x20300;0x201d7;CC2::activated;BOOLEAN;1;false;-;AXIS;TASK_IPO
1064;0x20300;0x201d8;TEMPC::f_is_active;BOOLEAN;1;false;-;AXIS;TASK_IPO
1065;0x20300;0x201d9;DISTCTRL::activated;BOOLEAN;1;false;-;AXIS;TASK_IPO
1066;0x20300;0x201da;run_down.state;SGN32;4;false;-;AXIS;TASK_IPO
1067;0x20300;0x201db;run_down.suppress_drive_enable_errors;BOOLEAN;1;false;-;AXIS;TASK_IPO
1068;0x20300;0x201dc;run_down.drive_ctrl_at_activation;UNS32;4;false;-;AXIS;TASK_IPO
1069;0x20300;0x201dd;DISTCTRL::i_tn;REAL64;8;true;s;AXIS;TASK_IPO
1070;0x20300;0x201de;DISTCTRL::d_tv;REAL64;8;true;s;AXIS;TASK_IPO
1071;0x20300;0x201df;2nd lr_to_ino_interface;UNS32;4;false;-;AXIS;TASK_IPO
1072;0x20300;0x201e0;modulo_swe_error;SGN32;4;false;-;AXIS;TASK_IPO
1073;0x20300;0x201e1;meas_fixed_stop_detect.cycle_counter_limit;UNS16;2;false;tick;AXIS;TASK_IPO
1074;0x20300;0x201e2;meas_fixed_stop_detect.pos_lag_limit;SGN64;8;false;0.01 nm;AXIS;TASK_IPO
1075;0x20300;0x201e3;meas_fixed_stop_detect.max_delta_position_window;UNS64;8;false;0.01 nm;AXIS;TASK_IPO
1076;0x20300;0x201e4;meas_fixed_stop_detect.delta_position;SGN64;8;false;0.01 nm;AXIS;TASK_IPO
1077;0x20300;0x201e5;lr_steuer::FIXED_STOP_SEARCH;BOOLEAN;1;false;-;AXIS;TASK_IPO
1078;0x20300;0x201e6;retain.ax_data_valid;BOOLEAN;1;false;-;AXIS;TASK_IPO
1079;0x20300;0x201e7;DISTCTRL::smoothing_fact;REAL64;8;false;-;AXIS;TASK_IPO
1080;0x20300;0x201e8;DISTCTRL::kalman_sigma;REAL64;8;false;-;AXIS;TASK_IPO
1081;0x20300;0x201ea;DISTCTRL::skip_dist_ctrl;BOOLEAN;1;false;-;AXIS;TASK_IPO
1082;0x20300;0x201eb;DISTCTRL::istw_filt;SGN64;8;false;Incr.;AXIS;TASK_IPO
1083;0x20300;0x201ec;DISTCTRL::n_cycles;SGN32;4;false;-;AXIS;TASK_IPO
1084;0x20300;0x201ed;DISTCTRL::sensor_data;SGN64;8;false;Incr.;AXIS;TASK_IPO
1085;0x20300;0x201ee;DISTCTRL::filter_type;STRING;30;false;-;AXIS;TASK_IPO
1086;0x20300;0x201ef;DISTCTRL::max_dist_change;REAL64;8;false;0.1 µm;AXIS;TASK_IPO
1087;0x20300;0x201f0;set_refpos.position_offset_int;SGN32;4;false;Incr.;AXIS;TASK_IPO
1088;0x20300;0x201f3;DISTCTRL::deviation;SGN64;8;false;0.01 nm;AXIS;TASK_IPO
1089;0x20300;0x201f4;CROSSTALK::activated;BOOLEAN;1;false;-;AXIS;TASK_IPO
1090;0x20300;0x201f6;CROSSTALK::delta_offset;SGN32;4;false;Incr.;AXIS;TASK_IPO
1091;0x20300;0x201f7;CROSSTALK::actual_offset;SGN32;4;false;Incr.;AXIS;TASK_IPO
1092;0x20300;0x201f8;CROSSTALK::end_offset;SGN32;4;false;Incr.;AXIS;TASK_IPO
1093;0x20300;0x201f9;encoder_count;UNS16;2;false;-;AXIS;TASK_IPO
1094;0x20300;0x201fa;ax_coupling.slope_active;BOOLEAN;1;false;-;AXIS;TASK_IPO
1095;0x20300;0x201fb;curr_dc_time;SGN64;8;false;ns;AXIS;TASK_IPO
1096;0x20300;0x20200;canopen.e_state;SGN16;2;false;-;AXIS;TASK_IPO
1097;0x20300;0x20201;act_pos_valid;BOOLEAN;1;false;-;AXIS;TASK_IPO
1098;0x20300;0x20202;canopen.act_position_invalid;BOOLEAN;1;false;-;AXIS;TASK_IPO
1099;0x20300;0x20203;BC::f_is_active;BOOLEAN;1;false;-;AXIS;TASK_IPO
1100;0x20300;0x20205;frict_comp.add_torque;SGN16;2;false;-;AXIS;TASK_IPO
1101;0x20300;0x20207;frict_comp.f_lower;SGN32;4;false;-;AXIS;TASK_IPO
1102;0x20300;0x20208;frict_comp.f_upper;SGN32;4;false;-;AXIS;TASK_IPO
1103;0x20300;0x20209;frict_comp.torque_neg;REAL64;8;false;-;AXIS;TASK_IPO
1104;0x20300;0x2020a;frict_comp.torque_pos;REAL64;8;false;-;AXIS;TASK_IPO
1105;0x20300;0x2020b;frict_comp.pitch;REAL64;8;true;-;AXIS;TASK_IPO
1106;0x20300;0x2020c;frict_comp.pitch_min;REAL64;8;true;-;AXIS;TASK_IPO
1107;0x20300;0x2020d;frict_comp.time_delta;UNS32;4;false;-;AXIS;TASK_IPO
1108;0x20300;0x2020e;frict_comp.time_break;UNS32;4;false;-;AXIS;TASK_IPO
1109;0x20300;0x2020f;frict_comp.time_break_min;UNS32;4;true;-;AXIS;TASK_IPO
1110;0x20300;0x20210;frict_comp.adaptation_ratio;REAL64;8;true;-;AXIS;TASK_IPO
1111;0x20300;0x20211;frict_comp.vel_rev_acceleration;REAL64;8;false;-;AXIS;TASK_IPO
1112;0x20300;0x20212;frict_comp.vel_rev_cyc_counter;UNS32;4;false;-;AXIS;TASK_IPO
1113;0x20300;0x20213;frict_comp.integral_cycles;UNS32;4;true;-;AXIS;TASK_IPO
1114;0x20300;0x20214;frict_comp.pos_lag_integral_old;REAL64;8;false;-;AXIS;TASK_IPO
1115;0x20300;0x20215;frict_comp.pos_lag_integral_new;REAL64;8;false;-;AXIS;TASK_IPO
1116;0x20300;0x20216;frict_comp.pos_lag_pred;REAL64;8;false;-;AXIS;TASK_IPO
1117;0x20300;0x20217;frict_comp.pos_lag_minimize;REAL64;8;false;-;AXIS;TASK_IPO
1118;0x20300;0x20218;frict_comp.integral_pos_lag_pred;BOOLEAN;1;true;-;AXIS;TASK_IPO
1119;0x20300;0x20219;frict_comp.apdat_prediction;BOOLEAN;1;true;-;AXIS;TASK_IPO
1120;0x20300;0x2021a;frict_comp.pos_lag_max_cycles;UNS32;4;true;-;AXIS;TASK_IPO
1121;0x20300;0x2021b;frict_comp.sigma_pos_lag_vel;REAL64;8;false;-;AXIS;TASK_IPO
1122;0x20300;0x2021c;frict_comp.sigma_pos_lag_acc;REAL64;8;false;-;AXIS;TASK_IPO
1123;0x20300;0x2021d;frict_comp.sigma_pos_lag_jerk;REAL64;8;false;-;AXIS;TASK_IPO
1124;0x20300;0x2021e;lr_versorgt;BOOLEAN;1;false;-;AXIS;TASK_IPO
1125;0x20300;0x2021f;lr_reset_state;SGN32;4;false;-;AXIS;TASK_IPO
1126;0x20300;0x20220;sercos_steuer_ext_diag;UNS16;2;false;-;AXIS;TASK_IPO
1127;0x20300;0x20221;frict_comp.f_is_active;BOOLEAN;1;false;-;AXIS;TASK_IPO
1128;0x20300;0x20235;encoder_pos_offset_negative;BOOLEAN;1;false;-;AXIS;TASK_IPO
1129;0x20300;0x20236;encoder_pos_offset_absolute;UNS64;8;false;Incr.;AXIS;TASK_IPO
1130;0x20300;0x20237;profibus_stw;UNS16;2;false;-;AXIS;TASK_IPO
1131;0x20300;0x2023b;fixed_stop_cycles_counter;UNS16;2;false;-;AXIS;TASK_IPO
1132;0x20300;0x2023c;a_max;REAL64;8;false;mm/s²;AXIS;TASK_IPO
1133;0x20300;0x2023d;a_emergency;REAL64;8;false;mm/s²;AXIS;TASK_IPO
1134;0x20300;0x2023e;v_max;REAL64;8;false;µm/s;AXIS;TASK_IPO
1135;0x20300;0x2023f;j_max;REAL64;8;false;m/s³;AXIS;TASK_IPO
1136;0x20300;0x20240;act_jerk;REAL64;8;false;m/s³;AXIS;TASK_IPO
1137;0x20300;0x20243;dyn_coll_mon active;BOOLEAN;1;false;-;AXIS;TASK_IPO
1138;0x20300;0x20244;dyn_coll_mon velocity;REAL64;8;false;0.1 µm/s;AXIS;TASK_IPO
1139;0x20300;0x20245;dyn_coll_mon brake_dist;REAL64;8;false;0.1 µm;AXIS;TASK_IPO
1140;0x20300;0x20246;dyn_coll_mon coll_offset;SGN64;8;false;0.01 nm;AXIS;TASK_IPO
1141;0x20300;0x20247;dyn_coll_mon deceleration;REAL64;8;false;mm/s²;AXIS;TASK_IPO
1142;0x20300;0x20248;LR_RESTORE_POS_RW_DATA::READ;NONE;24;false;-;AXIS;TASK_IPO
1143;0x20300;0x20249;LR_RESTORE_POS_RW_DATA::WRITE;NONE;16;true;-;AXIS;TASK_IPO
1144;0x20300;0x2024a;pos_corr.drive_disable_pos;SGN64;8;false;Incr.;AXIS;TASK_IPO
1145;0x20300;0x2024b;nfb.sel_pos;SGN64;8;false;0.01 nm;AXIS;TASK_IPO
1146;0x20300;0x2024c;nfb.neg_mv_dir;BOOLEAN;1;false;-;AXIS;TASK_IPO
1147;0x20300;0x21000;VOLC.offset sum;REAL64;8;false;mm;AXIS;TASK_IPO
1148;0x20300;0x21040;VOLC[0].last offset;SGN32;4;false;Incr.;AXIS;TASK_IPO
1149;0x20300;0x21041;VOLC[0].actual offset;SGN32;4;false;Incr.;AXIS;TASK_IPO
1150;0x20300;0x21042;VOLC[0].next offset;SGN32;4;false;Incr.;AXIS;TASK_IPO
1151;0x20300;0x21043;VOLC[0].offset delta;SGN32;4;false;Incr.;AXIS;TASK_IPO
1152;0x20300;0x21080;VOLC[1].last offset;SGN32;4;false;Incr.;AXIS;TASK_IPO
1153;0x20300;0x21081;VOLC[1].actual offset;SGN32;4;false;Incr.;AXIS;TASK_IPO
1154;0x20300;0x21082;VOLC[1].next offset;SGN32;4;false;Incr.;AXIS;TASK_IPO
1155;0x20300;0x21083;VOLC[1].offset delta;SGN32;4;false;Incr.;AXIS;TASK_IPO
1156;0x20300;0x210c0;VOLC[2].last offset;SGN32;4;false;Incr.;AXIS;TASK_IPO
1157;0x20300;0x210c1;VOLC[2].actual offset;SGN32;4;false;Incr.;AXIS;TASK_IPO
1158;0x20300;0x210c2;VOLC[2].next offset;SGN32;4;false;Incr.;AXIS;TASK_IPO
1159;0x20300;0x210c3;VOLC[2].offset delta;SGN32;4;false;Incr.;AXIS;TASK_IPO
1160;0x20300;0x21100;VOLC[3].last offset;SGN32;4;false;Incr.;AXIS;TASK_IPO
1161;0x20300;0x21101;VOLC[3].actual offset;SGN32;4;false;Incr.;AXIS;TASK_IPO
1162;0x20300;0x21102;VOLC[3].next offset;SGN32;4;false;Incr.;AXIS;TASK_IPO
1163;0x20300;0x21103;VOLC[3].offset delta;SGN32;4;false;Incr.;AXIS;TASK_IPO
1164;0x20300;0x21140;VOLC[4].last offset;SGN32;4;false;Incr.;AXIS;TASK_IPO
1165;0x20300;0x21141;VOLC[4].actual offset;SGN32;4;false;Incr.;AXIS;TASK_IPO
1166;0x20300;0x21142;VOLC[4].next offset;SGN32;4;false;Incr.;AXIS;TASK_IPO
1167;0x20300;0x21143;VOLC[4].offset delta;SGN32;4;false;Incr.;AXIS;TASK_IPO
1168;0x20300;0x23000;DIST_CTRL_IFC::a_max_int;REAL64;8;false;0.1 µm/s²;AXIS;TASK_IPO
1169;0x20300;0x23001;DIST_CTRL_IFC::sloped_delta_deviation;SGN64;8;false;0.01 nm;AXIS;TASK_IPO
1170;0x20300;0x23100;DIST_CTRL::m_actual_offset;SGN64;8;false;0.01 nm;AXIS;TASK_IPO
1171;0x20300;0x23102;DIST_CTRL::v_max_int;REAL64;8;false;0.1 µm/s;AXIS;TASK_IPO
1172;0x20300;0x23103;DIST_CTRL::set_distance;SGN64;8;false;0.01 nm;AXIS;TASK_IPO
1173;0x20300;0x23104;DIST_CTRL::set_pos;SGN64;8;false;0.01 nm;AXIS;TASK_IPO
1174;0x20300;0x23105;DIST_CTRL::state;UNS32;4;false;-;AXIS;TASK_IPO
1175;0x20300;0x23106;DIST_CTRL::kp;REAL64;8;true;-;AXIS;TASK_IPO
1176;0x20300;0x23107;DIST_CTRL::i_tn;REAL64;8;true;s;AXIS;TASK_IPO
1177;0x20300;0x23108;DIST_CTRL::d_tv;REAL64;8;true;s;AXIS;TASK_IPO
1178;0x20300;0x23109;DIST_CTRL::smoothing_fact;REAL64;8;false;-;AXIS;TASK_IPO
1179;0x20300;0x2310a;DIST_CTRL::kalman_sigma;REAL64;8;false;-;AXIS;TASK_IPO
1180;0x20300;0x2310b;DIST_CTRL::n_cycles;SGN32;4;false;-;AXIS;TASK_IPO
1181;0x20300;0x2310c;DIST_CTRL::skip_dist_ctrl;BOOLEAN;1;false;-;AXIS;TASK_IPO
1182;0x20300;0x2310d;DIST_CTRL::filter_type;STRING;30;false;-;AXIS;TASK_IPO
1183;0x20300;0x2310e;DIST_CTRL::max_dist_change;REAL64;8;false;0.1 µm;AXIS;TASK_IPO
1184;0x20300;0x2310f;DIST_CTRL::filtered_feedback;SGN64;8;false;0.01 nm;AXIS;TASK_IPO
1185;0x20300;0x23110;DIST_CTRL::feedback_value;SGN64;8;false;0.01 nm;AXIS;TASK_IPO
1186;0x20300;0x23111;DIST_CTRL::target_deviation;SGN64;8;false;0.01 nm;AXIS;TASK_IPO
1187;0x20300;0x23112;DIST_CTRL::delta_deviation_pre_limiter;SGN64;8;false;0.01 nm;AXIS;TASK_IPO
1188;0x20300;0x23113;DIST_CTRL::sensor_value;SGN64;8;false;0.01 nm;AXIS;TASK_IPO
1189;0x20300;0x23500;DIST_CTRL_PARAM[0]::v_max;SGN32;4;true;µm/s;AXIS;TASK_IPO
1190;0x20300;0x23501;DIST_CTRL_PARAM[0]::a_max;SGN32;4;true;mm/s²;AXIS;TASK_IPO
1191;0x20300;0x23900;DIST_CTRL_IFC::actual_offset;SGN64;8;false;Incr.;AXIS;TASK_IPO
1192;0x20300;0x23901;DIST_CTRL_IFC::delta_offset;SGN64;8;false;Incr.;AXIS;TASK_IPO
1193;0x20300;0x23902;DIST_CTRL_IFC::actual_offset_lc;SGN64;8;false;Incr.;AXIS;TASK_IPO
1194;0x20300;0x30000;POS-CTRL: axis elements;UNS32;4;false;-;AXIS;TASK_IPO
1195;0x20300;0x30001;kv;SGN32;4;false;0.01/s;AXIS;TASK_IPO
1196;0x20300;0x30002;negative SW limit switch;SGN32;4;false;Incr.;AXIS;TASK_IPO
1197;0x20300;0x30003;positive SW limit switch;SGN32;4;false;Incr.;AXIS;TASK_IPO
1198;0x20300;0x30004;axis type;UNS16;2;false;-;AXIS;TASK_IPO
1199;0x20300;0x30005;configure SAI;BOOLEAN;1;false;-;AXIS;TASK_IPO
1200;0x20300;0x30006;internal tracking;BOOLEAN;1;false;-;AXIS;TASK_IPO
1201;0x20300;0x30007;act. dynamic kv;REAL64;8;false;0.01/s;AXIS;TASK_IPO
1202;0x20300;0x30008;sollw_absolut;SGN32;4;false;Incr.;AXIS;TASK_IPO
1203;0x20300;0x30009;rel_sollw;SGN32;4;false;Incr.;AXIS;TASK_IPO
1204;0x20300;0x3000a;dig cmd pos high_res;SGN32;4;false;Incr.;AXIS;TASK_IPO
1205;0x20300;0x3000b;dig act pos;SGN32;4;false;Incr.;AXIS;TASK_IPO
1206;0x20300;0x3000c;dig cmd vel;SGN32;4;false;Incr./tick;AXIS;TASK_IPO
1207;0x20300;0x3000d;dig act vel;SGN32;4;false;Incr./tick;AXIS;TASK_IPO
1208;0x20300;0x3000e;position lag;SGN32;4;false;Incr.;AXIS;TASK_IPO
1209;0x20300;0x3000f;absolute position lag;SGN32;4;false;Incr.;AXIS;TASK_IPO
1210;0x20300;0x30010;max. position lag;SGN32;4;false;Incr.;AXIS;TASK_IPO
1211;0x20300;0x30011;gantry_monitoring.pos_offset;SGN64;8;false;0.01 nm;AXIS;TASK_IPO
1212;0x20300;0x30012;in position;BOOLEAN;1;false;-;AXIS;TASK_IPO
1213;0x20300;0x30013;in window;BOOLEAN;1;false;-;AXIS;TASK_IPO
1214;0x20300;0x30014;homing done;BOOLEAN;1;false;-;AXIS;TASK_IPO
1215;0x20300;0x30015;is moved;BOOLEAN;1;false;-;AXIS;TASK_IPO
1216;0x20300;0x30016;is moving;BOOLEAN;1;false;-;AXIS;TASK_IPO
1217;0x20300;0x30017;is moving forward;BOOLEAN;1;false;-;AXIS;TASK_IPO
1218;0x20300;0x30018;cmd_velocity;SGN64;8;false;0.01 nm/tick;AXIS;TASK_IPO
1219;0x20300;0x30019;sollwert;SGN64;8;false;0.01 nm;AXIS;TASK_IPO
1220;0x20300;0x3001a;istw_absolut;SGN32;4;false;Incr.;AXIS;TASK_IPO
1221;0x20300;0x3001b;mod_istw_absolut;SGN32;4;false;Incr.;AXIS;TASK_IPO
1222;0x20300;0x3001c;LSEC::epsilon;SGN32;4;false;Incr.;AXIS;TASK_IPO
1223;0x20300;0x3001d;LSEC::sum epsilon;SGN32;4;false;Incr.;AXIS;TASK_IPO
1224;0x20300;0x3001e;axis coupling offset;SGN64;8;false;0.01 nm;AXIS;TASK_IPO
1225;0x20300;0x3001f;velocity feedforward;REAL64;8;false;0.1 µm/s;AXIS;TASK_IPO
1226;0x20300;0x30020;acceleration feedforward;REAL64;8;false;0.1 m/s²;AXIS;TASK_IPO
1227;0x20300;0x30021;encoder resolution;REAL64;8;false;Incr./0.1 µm;AXIS;TASK_IPO
1228;0x20300;0x30023;rpf_durchfuehren;BOOLEAN;1;false;-;AXIS;TASK_IPO
1229;0x20300;0x30024;conf_act_pos;BOOLEAN;1;false;-;AXIS;TASK_IPO
1230;0x20300;0x30025;drive_modulo_range;UNS32;4;false;Incr.;AXIS;TASK_IPO
1231;0x20300;0x30026;achs_steuer.steuer;UNS32;4;false;-;AXIS;TASK_IPO
1232;0x20300;0x30027;mode_act_pos;UNS16;2;false;-;AXIS;TASK_IPO
1233;0x20300;0x30028;istw_rel;SGN32;4;false;Incr.;AXIS;TASK_IPO
1234;0x20300;0x30029;vorst_norm;REAL64;8;false;-;AXIS;TASK_IPO
1235;0x20300;0x3002a;delta_vorst;REAL64;8;false;-;AXIS;TASK_IPO
1236;0x20300;0x3002b;lr_steuer;UNS32;4;false;-;AXIS;TASK_IPO
1237;0x20300;0x3002c;ax_coupling.f_active;BOOLEAN;1;false;-;AXIS;TASK_IPO
1238;0x20300;0x3002d;kw_nr;SGN32;4;false;-;AXIS;TASK_IPO
1239;0x20300;0x3002e;m_sollw_absolut;SGN64;8;false;0.01 nm;AXIS;TASK_IPO
1240;0x20300;0x30030;kvt;REAL64;8;false;-;AXIS;TASK_IPO
1241;0x20300;0x30031;velocity command;SGN32;4;false;-;AXIS;TASK_IPO
1242;0x20300;0x30032;velocity_output_mode;BOOLEAN;1;false;-;AXIS;TASK_IPO
1243;0x20300;0x30033;velocity_command_control;BOOLEAN;1;false;-;AXIS;TASK_IPO
1244;0x20300;0x30034;CROSSC::delta_offset;SGN32;4;false;Incr.;AXIS;TASK_IPO
1245;0x20300;0x30035;CROSSC::actual_offset;SGN32;4;false;Incr.;AXIS;TASK_IPO
1246;0x20300;0x30036;CROSSC::end_offset;SGN32;4;false;Incr.;AXIS;TASK_IPO
1247;0x20300;0x30037;act_gantry_diff;SGN64;8;false;0.01 nm;AXIS;TASK_IPO
1248;0x20300;0x30038;ssfk activated;BOOLEAN;1;false;-;AXIS;TASK_IPO
1249;0x20300;0x30039;revolution monitoring;SGN32;4;false;-;AXIS;TASK_IPO
1250;0x20300;0x3003a;solldrehzahl;SGN32;4;false;Incr./tick;AXIS;TASK_IPO
1251;0x20300;0x3003b;dz_istw;SGN32;4;false;Incr./tick;AXIS;TASK_IPO
1252;0x20300;0x3003c;coll_check active;BOOLEAN;1;false;-;AXIS;TASK_IPO
1253;0x20300;0x3003d;coll_check velocity;REAL64;8;false;-;AXIS;TASK_IPO
1254;0x20300;0x3003e;coll_check brake_dist;REAL64;8;false;-;AXIS;TASK_IPO
1255;0x20300;0x3003f;v_conv_factor;REAL64;8;false;-;AXIS;TASK_IPO
1256;0x20300;0x30040;coll_check coll_offset;UNS64;8;false;0.01 nm;AXIS;TASK_IPO
1257;0x20300;0x30041;TEMPC::activated;BOOLEAN;1;true;-;AXIS;TASK_IPO
1258;0x20300;0x30042;TEMPC::actual_offset;SGN32;4;false;Incr.;AXIS;TASK_IPO
1259;0x20300;0x30043;TEMPC::coefficient;REAL64;8;true;µm/m;AXIS;TASK_IPO
1260;0x20300;0x30044;TEMPC::offset_0;SGN32;4;true;0.1 µm;AXIS;TASK_IPO
1261;0x20300;0x30045;TEMPC::position_0;SGN32;4;true;0.1 µm;AXIS;TASK_IPO
1262;0x20300;0x30046;restored_ref_pos_offset;SGN64;8;true;0.01 nm;AXIS;TASK_IPO
1263;0x20300;0x30047;reference_cam;UNS16;2;false;-;AXIS;TASK_IPO
1264;0x20300;0x30048;coll_check deceleration;REAL64;8;false;mm/s²;AXIS;TASK_IPO
1265;0x20300;0x30049;lr_to_ino_interface;UNS32;4;false;-;AXIS;TASK_IPO
1266;0x20300;0x3004a;axis mode;UNS32;4;false;-;AXIS;TASK_IPO
1267;0x20300;0x3004b;gantry master axis;UNS16;2;false;-;AXIS;TASK_IPO
1268;0x20300;0x3004c;SERCOS: master control word;UNS16;2;false;-;AXIS;TASK_IPO
1269;0x20300;0x3004d;SERCOS: drive state;UNS16;2;false;-;AXIS;TASK_IPO
1270;0x20300;0x3004e;homing_type;UNS16;2;false;-;AXIS;TASK_IPO
1271;0x20300;0x3004f;CROSSC::f_is_active;BOOLEAN;1;false;-;AXIS;TASK_IPO
1272;0x20300;0x30050;CC2::f_is_active;BOOLEAN;1;false;-;AXIS;TASK_IPO
1273;0x20300;0x30051;CC2::delta_offset;SGN32;4;false;Incr.;AXIS;TASK_IPO
1274;0x20300;0x30052;CC2::correction;SGN32;4;false;Incr.;AXIS;TASK_IPO
1275;0x20300;0x30053;CC2::end_correction;SGN32;4;false;Incr.;AXIS;TASK_IPO
1276;0x20300;0x30054;encoder_overflow;BOOLEAN;1;false;-;AXIS;TASK_IPO
1277;0x20300;0x30055;mode_cmd_pos;UNS16;2;false;-;AXIS;TASK_IPO
1278;0x20300;0x30056;ino_to_lr;UNS32;4;false;-;AXIS;TASK_IPO
1279;0x20300;0x30057;bus_data_valid;BOOLEAN;1;false;-;AXIS;TASK_IPO
1280;0x20300;0x30058;dist_to_ref_pos;SGN32;4;false;Incr.;AXIS;TASK_IPO
1281;0x20300;0x30059;delay_index;UNS16;2;false;-;AXIS;TASK_IPO
1282;0x20300;0x3005a;zero_pulse_value;SGN32;4;false;Incr.;AXIS;TASK_IPO
1283;0x20300;0x3005b;f_cnc_homing_shift_position;BOOLEAN;1;false;-;AXIS;TASK_IPO
1284;0x20300;0x3005c;m_messwert;SGN64;8;false;0.01 nm;AXIS;TASK_IPO
1285;0x20300;0x3005d;Slave_live_sign_activ;BOOLEAN;1;false;-;AXIS;TASK_IPO
1286;0x20300;0x3005e;Drive position lag;SGN32;4;false;Incr.;AXIS;TASK_IPO
1287;0x20300;0x3005f;lr_fehler;UNS32;4;false;-;AXIS;TASK_IPO
1288;0x20300;0x30060;IPO-LR offset;SGN64;8;false;0.01 nm;AXIS;TASK_IPO
1289;0x20300;0x30061;ext_latch_value;SGN32;4;false;Incr.;AXIS;TASK_IPO
1290;0x20300;0x30062;latch state;UNS16;2;false;-;AXIS;TASK_IPO
1291;0x20300;0x30063;vofi.est_err;REAL64;8;false;-;AXIS;TASK_IPO
1292;0x20300;0x30064;vofi.w1f;REAL64;8;false;-;AXIS;TASK_IPO
1293;0x20300;0x30065;vofi.w2f;REAL64;8;false;-;AXIS;TASK_IPO
1294;0x20300;0x30066;vofi.w3f;REAL64;8;false;-;AXIS;TASK_IPO
1295;0x20300;0x30067;vofi.w4f;REAL64;8;false;-;AXIS;TASK_IPO
1296;0x20300;0x30068;vofi.x1f;REAL64;8;false;-;AXIS;TASK_IPO
1297;0x20300;0x30069;vofi.x2f;REAL64;8;false;-;AXIS;TASK_IPO
1298;0x20300;0x3006a;vofi.x3f;REAL64;8;false;-;AXIS;TASK_IPO
1299;0x20300;0x3006b;vofi.x4f;REAL64;8;false;-;AXIS;TASK_IPO
1300;0x20300;0x3006c;vofi.P11;REAL64;8;false;-;AXIS;TASK_IPO
1301;0x20300;0x3006d;vofi.P12;REAL64;8;false;-;AXIS;TASK_IPO
1302;0x20300;0x3006e;vofi.P21;REAL64;8;false;-;AXIS;TASK_IPO
1303;0x20300;0x3006f;vofi.P22;REAL64;8;false;-;AXIS;TASK_IPO
1304;0x20300;0x30070;vofi.cv_dyn;REAL64;8;false;-;AXIS;TASK_IPO
1305;0x20300;0x30071;vofi.ca_dyn;REAL64;8;false;-;AXIS;TASK_IPO
1306;0x20300;0x30072;vofi.cv_stat;REAL64;8;false;-;AXIS;TASK_IPO
1307;0x20300;0x30073;vofi.ca_stat;REAL64;8;false;-;AXIS;TASK_IPO
1308;0x20300;0x30074;vofi.cv_out;REAL64;8;false;-;AXIS;TASK_IPO
1309;0x20300;0x30075;vofi.ca_out;REAL64;8;false;-;AXIS;TASK_IPO
1310;0x20300;0x30076;vofi.state;UNS16;2;false;-;AXIS;TASK_IPO
1311;0x20300;0x30077;vofi.pos_lag;REAL64;8;false;-;AXIS;TASK_IPO
1312;0x20300;0x30078;vofi.summ_pos_lag;REAL64;8;false;-;AXIS;TASK_IPO
1313;0x20300;0x30079;vofi.state_2;UNS16;2;false;-;AXIS;TASK_IPO
1314;0x20300;0x3007a;vofi.delta_cv_dyn;REAL64;8;false;-;AXIS;TASK_IPO
1315;0x20300;0x3007b;vofi.delta_ca_dyn;REAL64;8;false;-;AXIS;TASK_IPO
1316;0x20300;0x3007c;sercos_phase;UNS16;2;false;-;AXIS;TASK_IPO
1317;0x20300;0x3007f;pos. lag monitoring disabled;BOOLEAN;1;false;-;AXIS;TASK_IPO
1318;0x20300;0x30080;achs_status.status;UNS32;4;false;-;AXIS;TASK_IPO
1319;0x20300;0x30081;lr_info;UNS32;4;false;-;AXIS;TASK_IPO
1320;0x20300;0x30082;zeit_ueberw;BOOLEAN;1;false;-;AXIS;TASK_IPO
1321;0x20300;0x30083;ueberwachung_still;BOOLEAN;1;false;-;AXIS;TASK_IPO
1322;0x20300;0x30084;homing active;BOOLEAN;1;false;-;AXIS;TASK_IPO
1323;0x20300;0x30085;state of homing;UNS16;2;false;-;AXIS;TASK_IPO
1324;0x20300;0x30086;abort homing;BOOLEAN;1;false;-;AXIS;TASK_IPO
1325;0x20300;0x30087;jerk feedforward;REAL64;8;false;-;AXIS;TASK_IPO
1326;0x20300;0x30088;HLI::add_cmd_value;SGN64;8;false;0.01 nm;AXIS;TASK_IPO
1327;0x20300;0x30089;wr_cmd_pos;BOOLEAN;1;true;-;AXIS;TASK_IPO
1328;0x20300;0x3008a;bus_data_valid_edge;BOOLEAN;1;false;-;AXIS;TASK_IPO
1329;0x20300;0x3008b;nfb.state;UNS32;4;false;-;AXIS;TASK_IPO
